stop_id,latitude,longitude
404,42.24483,-71.83436
409,42.24835,-71.82557
447,42.25565,-71.81225
448,42.2544,-71.81473
414,42.25336,-71.81625
405,42.245764,-71.830529
1508,42.26111,-71.79987
1503,42.260898,-71.796662
407,42.24688,-71.82828
450,42.25246,-71.81816
196,42.26308,-71.80221
456,42.24669,-71.8288
452,42.24994,-71.82285
459,42.244708,-71.835516
455,42.24766,-71.82706
408,42.24764,-71.82689
442,42.26082,-71.80386
449,42.25362,-71.81601
453,42.24928,-71.82404
457,42.24546,-71.83141
451,42.25138,-71.82017
445,42.25677,-71.81008
410,42.24972,-71.82303
420,42.2588,-71.80617
419,42.25772,-71.80814
412,42.25139,-71.81993
415,42.25429,-71.81474
24,42.26178,-71.80149
417,42.25635,-71.81071
413,42.25213,-71.81855
444,42.25807,-71.80762
421,42.25986,-71.80474
416,42.25545,-71.81245
