stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding
384,1207,Lincoln St + 640 Lincoln St,,42.2978,-71.76454,,,,,,0
385,537,Lincoln St + Boylston St,,42.29756,-71.76779,,,,,,0
386,538,Lincoln St + Pasadena Pkwy,,42.29672,-71.76912,,,,,,0
387,539,Lincoln St + McDonalds opp Linc Plaza,,42.2954,-71.77262,,,,,,0
388,540,Lincoln St + Denny's,,42.29462,-71.77503,,,,,,0
389,1151,WORCESTER AIRPORT,,42.26946,-71.87023,,,,,,0
391,251,GODDARD DR + 135 GODDARD DR,,42.254255,-71.866833,,,,,,0
392,250,GODDARD DR + UPPER PARSONS HILL DR,,42.247428,-71.861175,,,,,,0
393,1209,GODDARD DR + LOWER PARSONS HILL DR,,42.24343,-71.856166,,,,,,0
394,627,Main St at Stearns,,42.24068,-71.853585,,,,,,0
395,628,Main St at Grandview,,42.240966,-71.851573,,,,,,0
396,629,Main St at Eureka,,42.24134,-71.84946,,,,,,0
397,630,Main St at Henshaw,,42.241626,-71.848108,,,,,,0
398,631,Main St at Blaine,,42.24196,-71.846638,,,,,,0
399,633,Main St at Curtis 1,,42.2425,-71.844151,,,,,,0
400,648,Main St at Holland,,42.242611,-71.84257,,,,,,0
402,635,Main St at Montague,,42.243478,-71.839725,,,,,,0
403,636,Main St at Arbor Vitae,,42.24424,-71.837285,,,,,,0
404,637,Main St + Curtis St I,,42.24483,-71.83436,,,,,,0
405,640,Main St + Arena Plaza,,42.245764,-71.830529,,,,,,0
407,611,Main St + Tirrell St,,42.24688,-71.82828,,,,,,0
408,612,Main St + Lowell St,,42.24764,-71.82689,,,,,,0
409,641,Main St + Freeland St,,42.24835,-71.82557,,,,,,0
410,642,Main St + Crystal St,,42.24972,-71.82303,,,,,,0
412,614,Main St + Wyman St,,42.25139,-71.81993,,,,,,0
413,615,Main St + Gardner St,,42.25213,-71.81855,,,,,,0
414,616,Main St + Ripley St,,42.25336,-71.81625,,,,,,0
415,643,Main St + Hammond St,,42.25429,-71.81474,,,,,,0
416,644,Main St + Benefit St,,42.25545,-71.81245,,,,,,0
417,617,Main St + Lagrange St,,42.25635,-71.81071,,,,,,0
419,646,Main St + Hermon St,,42.25772,-71.80814,,,,,,0
420,619,Main St + Ionic Ave,,42.2588,-71.80617,,,,,,0
421,647,Main St + Old DMV,,42.25986,-71.80474,,,,,,0
422,1152,SOUTH HIGH,,42.244046,-71.863284,,,,,,0
423,7530,Leicester Walmart,,42.249797,-71.936829,,,,,,0
424,7535,Cumberland Farms,,42.245425,-71.93223,,,,,,0
425,7540,Main St at Pine St,,42.245492,-71.913418,,,,,,0
426,7545,Leicester Center,,42.246011,-71.909024,,,,,,0
427,7550,Main St at Henshaw St,,42.245476,-71.899167,,,,,,0
428,7555,Main St at Auburn St,,42.240401,-71.87994,,,,,,0
429,7560,Main St at Gerald Ct,,42.242289,-71.867522,,,,,,0
430,622,Main St at Leicester Line,,42.240625,-71.863336,,,,,,0
431,624,Main St at Gould Hill,,42.240338,-71.86053,,,,,,0
432,625,Main St at Ludlow,,42.239726,-71.856246,,,,,,0
434,8030,SPENCER DPW,,42.237864,-72.009611,,,,,,0
435,8035,MEADOW RD + MAIN ST,,42.234505,-72.012036,,,,,,0
436,8040,Spencer Center,,42.243872,-71.994537,,,,,,0
437,8045,Spencer Town Hall,,42.244225,-71.992161,,,,,,0
438,8050,David Prouty High,,42.250893,-71.978175,,,,,,0
439,8055,Fallon Medical,,42.256434,-71.959018,,,,,,0
442,1182,Main St + Fed Court House,,42.26082,-71.80386,,,,,,0
444,596,Main St + Wellington St,,42.25807,-71.80762,,,,,,0
445,597,Main St + Jackson St,,42.25677,-71.81008,,,,,,0
447,599,Main St + Oread Pl,,42.25565,-71.81225,,,,,,0
448,600,Main St + May St,,42.2544,-71.81473,,,,,,0
449,601,Main St + Claremont St,,42.25362,-71.81601,,,,,,0
450,602,Main St + Norwood St,,42.25246,-71.81816,,,,,,0
451,603,Main St + Hawthorne St,,42.25138,-71.82017,,,,,,0
452,604,Main St + Gates St,,42.24994,-71.82285,,,,,,0
453,605,Main St + Beaver St,,42.24928,-71.82404,,,,,,0
455,607,Main St + Marble St,,42.24766,-71.82706,,,,,,0
456,608,Main St + Lucian St,,42.24669,-71.8288,,,,,,0
457,609,Main St + Cambridge St,,42.24546,-71.83141,,,,,,0
459,576,Main St + Curtis St,,42.244708,-71.835516,,,,,,0
460,577,Main St + Arbor Vitae St,,42.244254,-71.837398,,,,,,0
461,578,Main St + Wayne St,,42.24386,-71.83888,,,,,,0
462,579,Main St + Young St,,42.24306,-71.84119,,,,,,0
463,580,Main St + Holland Rd,,42.24279,-71.84262,,,,,,0
464,581,Main St at Gates Lane,,42.242635,-71.844318,,,,,,0
465,582,Main St at Brookline,,42.242333,-71.845403,,,,,,0
467,584,Main St at Sylvan,,42.241757,-71.848313,,,,,,0
468,585,Main St at Eureka,,42.241363,-71.849921,,,,,,0
469,586,Main St at Grandview,,42.241021,-71.852026,,,,,,0
471,1210,Goddard Dr at Lower Parsons Hill,,42.243653,-71.856096,,,,,,0
472,249,Goddard Dr at Upper Parsons Hill,,42.247618,-71.861063,,,,,,0
473,248,Goddard Dr at 135 G Drive,,42.253988,-71.86654,,,,,,0
474,1212,Goddard Dr at 156,,42.2576,-71.866061,,,,,,0
476,588,Main St at Armandale,,42.240386,-71.854911,,,,,,0
477,589,Main St at Ludlow,,42.239846,-71.85631,,,,,,0
478,590,Main St at Gould Hill,,42.240441,-71.859998,,,,,,0
479,592,Main St at Leicester Line,,42.240783,-71.86359,,,,,,0
480,7505,Boat Dealership,,42.242595,-71.86789,,,,,,0
481,7510,Main St at Auburn St,,42.240211,-71.880645,,,,,,0
482,7515,Main St at Henshaw St,,42.245477,-71.899449,,,,,,0
483,7520,Leicester Ctr,,42.245591,-71.907521,,,,,,0
484,7525,Cumberland Farms,,42.245565,-71.932371,,,,,,0
