stop_order,stop_id,latitude,longitude,corridor,direction,gtfs_direction_id,time_period,time_period_start,time_period_end,routes,ridership_calculation_status,ridership_record_count,ridership_trip_count,average_boardings,average_disembarkings,total_boardings,total_disembarkings,calculation_status,operating_day_count,total_arrivals,mean_arrivals_per_operating_day,headway_observation_count,mean_headway_minutes,headway_variance_minutes_squared,expected_wait_minutes,first_arrival_time,last_arrival_time
12,1151,42.250874,-71.77743,Blue,outbound,0,AM Early,04:00:00,05:59:59,5,ok,1,20,0.000000,0.000000,0.000000,0.000000,insufficient_daily_arrivals,22,22,1.000000,0,,,,05:13:48,05:13:48
13,1152,42.250133,-71.77544,Blue,outbound,0,AM Early,04:00:00,05:59:59,5,ok,1,20,0.000000,0.000000,0.000000,0.000000,insufficient_daily_arrivals,22,22,1.000000,0,,,,05:14:20,05:14:20
14,1153,42.25044,-71.773523,Blue,outbound,0,AM Early,04:00:00,05:59:59,5,ok,1,20,0.000000,0.000000,0.000000,0.000000,insufficient_daily_arrivals,22,22,1.000000,0,,,,05:14:50,05:14:50
15,1154,42.250741,-71.771998,Blue,outbound,0,AM Early,04:00:00,05:59:59,5,ok,1,20,0.000000,0.000000,0.000000,0.000000,insufficient_daily_arrivals,22,22,1.000000,0,,,,05:15:15,05:15:15
16,1155,42.250504,-71.768891,Blue,outbound,0,AM Early,04:00:00,05:59:59,5,ok,1,20,0.000000,0.000000,0.000000,0.000000,insufficient_daily_arrivals,22,22,1.000000,0,,,,05:15:59,05:15:59
17,1156,42.250676,-71.767042,Blue,outbound,0,AM Early,04:00:00,05:59:59,5,ok,1,20,0.000000,0.000000,0.000000,0.000000,insufficient_daily_arrivals,22,22,1.000000,0,,,,05:16:26,05:16:26
18,1158,42.250521,-71.765038,Blue,outbound,0,AM Early,04:00:00,05:59:59,5,ok,1,20,0.000000,0.000000,0.000000,0.000000,insufficient_daily_arrivals,22,22,1.000000,0,,,,05:16:56,05:16:56
19,1159,42.248697,-71.762426,Blue,outbound,0,AM Early,04:00:00,05:59:59,5,ok,1,20,0.000000,0.100000,0.000000,2.000000,insufficient_daily_arrivals,22,22,1.000000,0,,,,05:17:36,05:17:36
20,1160,42.247703,-71.761411,Blue,outbound,0,AM Early,04:00:00,05:59:59,5,ok,1,20,0.000000,0.000000,0.000000,0.000000,insufficient_daily_arrivals,22,22,1.000000,0,,,,05:18:00,05:18:00
21,1161,42.246171,-71.759886,Blue,outbound,0,AM Early,04:00:00,05:59:59,5,ok,1,20,0.000000,0.000000,0.000000,0.000000,insufficient_daily_arrivals,22,22,1.000000,0,,,,05:18:33,05:18:33
22,1162,42.244161,-71.757318,Blue,outbound,0,AM Early,04:00:00,05:59:59,5,ok,1,20,0.000000,0.000000,0.000000,0.000000,insufficient_daily_arrivals,22,22,1.000000,0,,,,05:19:19,05:19:19
23,1163,42.243588,-71.756413,Blue,outbound,0,AM Early,04:00:00,05:59:59,5,ok,1,20,0.000000,0.000000,0.000000,0.000000,insufficient_daily_arrivals,22,22,1.000000,0,,,,05:19:34,05:19:34
24,1164,42.241316,-71.754196,Blue,outbound,0,AM Early,04:00:00,05:59:59,5,ok,1,20,0.000000,0.000000,0.000000,0.000000,insufficient_daily_arrivals,22,22,1.000000,0,,,,05:20:22,05:20:22
25,1855,42.247021,-71.758556,Blue,outbound,0,AM Early,04:00:00,05:59:59,,no_matching_ridership_record,0,0,,,0.000000,0.000000,no_service,0,0,,0,,,,,
