stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,location_type,parent_station,wheelchair_boarding,vehicle_type
0_633,633,Main St at Curtis 1,,42.2425001,-71.8441512,,0,1_633,,3
0_1056,1056,Vernon St at Pattison,,42.2525074,-71.7962183,,0,1_1056,,3
0_876,876,Pleasant St + Oxford St,,42.2638501,-71.8074601,,0,1_876,,3
0_635,635,Main St at Montague,,42.243478,-71.839725,,0,1_635,,3
0_877,877,Pleasant St + Irving St,,42.2637601,-71.80624,,0,1_877,,3
0_636,636,Main St at Arbor Vitae,,42.24424,-71.8372849,,0,1_636,,3
0_878,878,Pleasant St + Chestnut St,,42.26364,-71.8047998,,0,1_878,,3
0_637,637,Main St + Curtis St I,,42.24483,-71.8343601,,0,1_637,,3
0_639,639,Main St at Maple,,42.2651981,-71.8014811,,0,1_ComB,,3
0_4580,4580,South St at Main St,,42.2951581,-71.7033009,,0,1_4580,,3
0_6520,6520,Main St at Plantation,,42.1452809,-71.8659032,,0,1_6520,,3
0_8700,8700,Entering East Brookfield,,42.2315901,-72.0281529,,0,1_8700,,3
0_4585,4585,Main St at Holman St,,42.296228,-71.706303,,0,1_4585,,3
0_1077,1077,Vernon St at Pattison,,42.2524499,-71.796055,,0,1_1077,,3
0_3013,3013,Park Ave + Grove St,Comment,42.2839201,-71.8081599,,0,1_PrkGrv,,3
0_1075,1075,Vernon St at Suffield,,42.2497631,-71.7947349,,0,1_1075,,3
0_3011,3011,Park Ave+ Rumford,,42.27916,-71.80841,,0,1_3011,,3
0_3010,3010,Park Ave + Salisbury St,,42.2785199,-71.80857,,0,1_3010,,3
0_1072,1072,Vernon St at Spurr,,42.2477759,-71.7946548,,0,1_1072,,3
0_1071,1071,Vernon St at Syme,,42.2462831,-71.7948859,,0,1_1071,,3
0_3490,3490,South Plaza,Comment,42.2470206,-71.7585565,,0,1_SPlaza,,3
0_417,417,Hamilton St + Harold St,,42.2589301,-71.7659301,,0,1_HamHar,,3
0_880,880,Newton Square,Comment,42.2692384,-71.8250719,,0,1_NwtSq,,3
0_881,881,Pleasant St Opp Edwidge St,,42.2804299,-71.8725399,,0,1_881,,3
0_640,640,Main St + Arena Plaza,,42.2457643,-71.8305293,,0,1_640,,3
0_882,882,Pleasant St + Hawden Ln,,42.2719752,-71.8301801,,0,1_882,,3
0_641,641,Main St + Freeland St,,42.2483499,-71.8255701,,0,1_641,,3
0_642,642,Clark Universtiy,Comment,42.2497201,-71.82303,,0,1_ClrkU,,3
0_884,884,Providence St &  Doane St,Comment,42.2401,-71.7917301,,0,1_PrDoan,,3
0_1069,1069,Vernon St at Windham,,42.2447181,-71.7960861,,0,1_1069,,3
0_401,401,Hamilton St + Harold St,,42.25899,-71.76535,,0,1_HamHar,,3
0_643,643,Main St + Hammond St,,42.2542899,-71.8147399,,0,1_643,,3
0_885,885,Providence St + Millbury St,,42.238,-71.79221,,0,1_885,,3
0_1068,1068,Vernon St at Ames,,42.2434281,-71.7968381,,0,1_1068,,3
0_3004,3004,MAJ Taylor at Thomas Out,,42.268085,-71.7982812,,0,1_3004,,3
0_402,402,Hamilton St + Commonwealth Ave,,42.2591637,-71.7649955,,0,1_402,,3
0_644,644,Main St + Benefit St,,42.25545,-71.8124502,,0,1_644,,3
0_1067,1067,Upsala Street Apartments,,42.242706,-71.7973411,,0,1_UpSApt,,3
0_404,404,Hamilton St + Boston Ave,,42.2588771,-71.7621304,,0,1_404,,3
0_646,646,Main St + Hermon St,,42.25772,-71.8081401,,0,1_646,,3
0_888,888,Providence St + Jefferson St,,42.2534099,-71.7927501,,0,1_888,,3
0_647,647,Main St + Old DMV,,42.2598599,-71.8047401,,0,1_647,,3
0_889,889,Providence St + Pattison St,,42.2523101,-71.7926702,,0,1_889,,3
0_406,406,Hamilton St + Coburn Ave,,42.2595201,-71.75916,,0,1_406,,3
0_648,648,Webster Square Plaza,Comment,42.2426109,-71.84257,,0,1_WebSq,,3
0_6515,6515,Main St at Old Worcester,,42.150963,-71.8729829,,0,1_6515,,3
0_407,407,Hamilton + Park Road Entrance,,42.2599601,-71.7557399,,0,1_407,,3
0_409,409,Hamilton St + Warner Ave,,42.2565359,-71.7731954,,0,1_409,,3
0_1080,1080,West Boylston St Neponset St,,42.2989901,-71.8020701,,0,1_1080,,3
0_4590,4590,Main St at Job Cushing Rd,,42.2965872,-71.7098825,,0,1_4590,,3
0_8710,8710,East Brookfield,Comment,42.226431,-72.0502826,,0,1_EBrkfd,,3
0_4595,4595,Main St at Boyleston St,,42.2967271,-71.713819,,0,1_4595,,3
0_1088,1088,West Boylston St + Randall St,,42.3114301,-71.7978399,,0,1_1088,,3
0_1087,1087,West Boylston St + Fales St,,42.3104073,-71.7981914,,0,1_1087,,3
0_1086,1086,West Boylston St + Fairhaven,,42.3096099,-71.7984401,,0,1_1086,,3
0_1085,1085,West Boylston St + Airlie St,,42.30791,-71.7990499,,0,1_1085,,3
0_1084,1084,West Boylston St + New Bond St,,42.3051199,-71.80049,,0,1_1084,,3
0_1083,1083,West Boylston St + Bourne St,,42.3019199,-71.8001698,,0,1_1083,,3
0_1082,1082,West Boylston St + Barber Ave,,42.3009832,-71.8000218,,0,1_1082,,3
0_652,652,Massasoit Rd + Heywood St,,42.2497399,-71.77958,,0,1_652,,3
0_894,894,Providence + 133 Providence St,,42.2466099,-71.7919302,,0,1_894,,3
0_411,411,Hamilton St + Pilgrim Ave,,42.2562345,-71.7789303,,0,1_411,,3
0_895,895,Providence St at Astrid,,42.2407793,-71.7916075,,0,1_895,,3
0_412,412,Hamilton St + Ingleside Ave,,42.25619,-71.7802001,,0,1_412,,3
0_896,896,Providence St + Astrid Ave,,42.2405924,-71.7914127,,0,1_896,,3
0_413,413,Hamilton St + Palisades St,,42.2592899,-71.76023,,0,1_413,,3
0_1078,1078,Vernon St at Jefferson,,42.253546,-71.796848,,0,1_1078,,3
0_414,414,Hamilton St + Middlesex Ave,,42.2595,-71.7633799,,0,1_414,,3
0_415,415,Hamilton St + Ralph Ave,,42.25956,-71.7643399,,0,1_415,,3
0_8701,8701,Entering East Brookfield,,42.2148029,-72.0785309,,0,1_8701,,3
0_418,418,Hamilton St + Anderson Ave,,42.2583601,-71.7668599,,0,1_418,,3
0_6525,6525,Main St at Federal Hill,,42.1374301,-71.866563,,0,1_6525,,3
0_1091,1091,West Boylston St + Marland Rd,,42.31671,-71.79625,,0,1_1091,,3
0_1090,1090,Quinsigamond Community College,Comment,42.31538,-71.79663,,0,1_QuiCC,,3
0_6540,6540,Main St at State,,42.1039949,-71.866911,,0,1_6540,,3
0_1099,1099,West Boylston St at Dixfield,,42.3282511,-71.7914852,,0,1_1099,,3
0_1098,1098,West Boylston at Stop & Shop,,42.3271379,-71.7918409,,0,1_1098,,3
0_1097,1097,West Boylston St at Reynolds,,42.3253431,-71.792788,,0,1_1097,,3
0_1096,1096,West Boylston St at Malden,,42.3245881,-71.7931451,,0,1_1096,,3
0_1095,1095,West Boylston St + Vendora Rd,,42.3232595,-71.7939026,,0,1_Summit,,3
0_1094,1094,West Boylston St + Hasting Rd,,42.3222299,-71.7943101,,0,1_1094,,3
0_1093,1093,West Boylston St + Volkman Rd,,42.3205499,-71.7949699,,0,1_1093,,3
0_1092,1092,West Boylston St + Clyde Rd,,42.31829,-71.7958299,,0,1_1092,,3
0_420,420,Hamilton St + Harrington Way,,42.2575,-71.7691501,,0,1_420,,3
0_421,421,Hamilton St + Gordon St,,42.2570733,-71.7705066,,0,1_421,,3
0_422,422,Hamilton St + Delmont Ave,,42.2564588,-71.7756085,,0,1_422,,3
0_664,664,Massasoit Rd at Miscoe,,42.2353481,-71.7646459,,0,1_664,,3
0_423,423,Hamilton St at Puritan,,42.2562693,-71.7778802,,0,1_423,,3
0_424,424,Hamilton St + Plantation St,,42.2560901,-71.7822799,,0,1_424,,3
0_1089,1089,West Boylston St + Assumption,,42.3128901,-71.7973999,,0,1_1089,,3
0_425,425,Hamilton + Park Road Rmtramce,,42.260143,-71.7546375,,0,1_425,,3
0_426,426,Hamilton St + Coburn Ave,,42.2598299,-71.75848,,0,1_426,,3
0_8715,8715,E Main St at N Brookfield Rd,,42.2250553,-72.0576151,,0,1_8715,,3
0_3046,3046,Park Ave + Waconah RD,,42.2804766,-71.808592,,0,1_3046,,3
0_3044,3044,Park Ave + Grove St,Comment,42.2841213,-71.8082158,,0,1_PrkGrv,,3
0_670,670,Massasoit Rd at Blithewood  1,,42.2358959,-71.7649801,,0,1_BWMass,,3
0_432,432,Crompton Park,Comment,42.2496061,-71.8012434,,0,1_CrPark,,3
0_433,433,Harvard St + Dix St,,42.2689701,-71.8024099,,0,1_433,,3
0_437,437,Lincoln St and Plantation,Comment,42.2973552,-71.7610264,,0,1_Linpla,,3
0_8725,8725,E Main at N Brookfield,,42.2250479,-72.057296,,0,1_8725,,3
0_438,438,Highland St + Harvard St,,42.2714801,-71.8020998,,0,1_438,,3
0_6545,6545,Main St at Sunset,,42.0970731,-71.869233,,0,1_6545,,3
0_439,439,Highland St + Dean St,,42.2713,-71.80448,,0,1_439,,3
0_6560,6560,Main St at Holbrook Rd,,42.0976129,-71.8685811,,0,1_6560,,3
0_6565,6565,Main St at State St,,42.104026,-71.8668011,,0,1_6565,,3
0_8500,8500,Entering Brookfield,,42.2145615,-72.078925,,0,1_8500,,3
0_3056,3056,Major Taylor BLVD at Foster St,,42.2642281,-71.797898,,0,1_FosMT,,3
0_3055,3055,Major Taylor at DCU Center,,42.266263,-71.798137,,0,1_3055,,3
0_3054,3054,Major Taylor & MLK In,,42.2673279,-71.7983519,,0,1_3054,,3
0_3053,3053,MAJ Taylor Blvd at Thomas St,,42.268153,-71.79851,,0,1_3053,,3
0_440,440,Highland St + N.Ashland St,,42.2711187,-71.807175,,0,1_HighNA,,3
0_441,441,Highland St + Schussler Rd,,42.2709495,-71.8090053,,0,1_441,,3
0_200,200,Country Club Blvd. at Erie,,42.3030259,-71.774708,,0,1_200,,3
0_442,442,Highland St + Einhorn Rd,,42.2706901,-71.8116702,,0,1_442,,3
0_201,201,Country Club Blvd. at Erie,,42.3029949,-71.774866,,0,1_201,,3
0_443,443,Highland St + Dover St,,42.2705499,-71.81348,,0,1_443,,3
0_202,202,Country Club at Rec Center,,42.3018979,-71.77636,,0,1_202,,3
0_444,444,Highland St + Park Ave,,42.2703699,-71.8157699,,0,1_444,,3
0_203,203,Country Club at 111 CC Blvd,,42.2998949,-71.7768849,,0,1_203,,3
0_445,445,Highland St + Germain St,,42.2702301,-71.81814,,0,1_445,,3
0_204,204,Country Club at 91 CC Blvd,,42.29926,-71.7763449,,0,1_204,,3
0_446,446,Highland St +  Haviland St,,42.2702499,-71.8195899,,0,1_446,,3
0_205,205,Country Club at Pleasant V.,,42.2977811,-71.7753349,,0,1_205,,3
0_3047,3047,Park Ave + Salisbury St,,42.2795734,-71.8085662,,0,1_3047,,3
0_447,447,Highland St + Suburban Rd,,42.2700401,-71.8217,,0,1_447,,3
0_206,206,Country Club at plaza entrance,,42.296375,-71.7750409,,0,1_206,,3
0_448,448,Newton Square,Comment,42.26991,-71.82463,,0,1_NwtSq,,3
0_207,207,Country Club Blvd. at Lincoln,,42.295126,-71.7749861,,0,1_207,,3
0_449,449,Highland St Opp Haviland St,,42.27009,-71.82003,,0,1_449,,3
0_209,209,Dorchester St + Chapin St,,42.2517801,-71.7905401,,0,1_209,,3
0_8735,8735,Courthouse E Main,,42.23139,-72.030093,,0,1_8735,,3
0_3060,3060,Rt 20 and Rt 56 Outbound,,42.1672789,-71.8946457,,0,1_3060,,3
0_5000,5000,Entering West Boyleston,,42.3395529,-71.7886002,,0,1_5000,,3
0_3064,3064,Rt 20 and Northside Rd,,42.1443749,-71.9631851,,0,1_3064,,3
0_3061,3061,Rt 20 Entering Charlton,,42.1548579,-71.9096048,,0,1_3061,,3
0_450,450,Highland St Opp Germain St,,42.27018,-71.8181799,,0,1_450,,3
0_451,451,Newton Square,Comment,42.2698419,-71.8241857,,0,1_NwtSq,,3
0_693,693,Massasoit Rd + Heywood,,42.25002,-71.77979,,0,1_693,,3
0_210,210,Dorchester St + Shannon St,,42.2518601,-71.7890001,,0,1_210,,3
0_211,211,Dorchester St + Rice Ln,,42.25192,-71.7881301,,0,1_211,,3
0_453,453,Highland St + Suburban Rd,,42.2699999,-71.8218601,,0,1_453,,3
0_695,695,May St at Hollywood,,42.2561164,-71.819191,,0,1_695,,3
0_696,696,May St at Florence,,42.2565512,-71.8208938,,0,1_696,,3
0_455,455,Highland St + Park Ave,,42.2703601,-71.8153201,,0,1_455,,3
0_697,697,May St at Park,,42.2569671,-71.8224638,,0,1_PkMay,,3
0_214,214,Dorchester St + Providence  St,,42.2516999,-71.79215,,0,1_214,,3
0_456,456,Highland St + Somerset St,,42.2704899,-71.81361,,0,1_456,,3
0_698,698,Worcester State University,Comment,42.2668599,-71.8402802,,0,1_WSU,,3
0_215,215,Dorchester St + Cutler St,,42.2519817,-71.7865715,,0,1_215,,3
0_3059,3059,Route 12 & 20 Inbound,Comment,42.168273,-71.88632,,0,1_R12&20,,3
0_3058,3058,Quinsig CC Traffic Circle,Comment,42.3144149,-71.7953702,,0,1_QCCTC,,3
0_458,458,Highland St + Sever St,,42.2706699,-71.81133,,0,1_458,,3
0_217,217,Dorchester St + Arthur St,,42.2521477,-71.7838429,,0,1_217,,3
0_459,459,Highland St + West St,,42.2709164,-71.8081047,,0,1_459,,3
0_218,218,Dorchester St + Arthur St,,42.2522,-71.7839601,,0,1_218,,3
0_219,219,Dorchester St +  Houghton St,,42.2520701,-71.7864601,,0,1_219,,3
0_3071,3071,Rt 169 & Berry Corner Outbound,,42.126303,-72.0059421,,0,1_3071,,3
0_3070,3070,Rt 169 and Rt 20  outbound,,42.1437401,-71.9948801,,0,1_R20169,,3
0_8520,8520,Central St at South Maple,,42.2147159,-72.0969379,,0,1_8520,,3
0_5010,5010,West Boylston st at 249,,42.3450759,-71.78693,,0,1_5010,,3
0_6585,6585,Main St at Plantation,,42.1456158,-71.8659349,,0,1_6585,,3
0_3079,3079,Downtown Southbridge,,42.0749551,-72.0333921,,0,1_SbLibr,,3
0_3078,3078,Rt 131 and Maple St,,42.073335,-72.0286379,,0,1_3078,,3
0_3077,3077,Rt 169 and Crystal St,,42.0737229,-72.026422,,0,1_3077,,3
0_3076,3076,Southbridge Optical Dr,Comment,42.0760599,-72.026763,,0,1_SbriOp,,3
0_3075,3075,Rt 169 and Charlton St,,42.0788179,-72.0273348,,0,1_3075,,3
0_3074,3074,Rt 169 and Randolph St,,42.08144,-72.027908,,0,1_3074,,3
0_3073,3073,Rt 169 and Vinton St (Out),,42.0906031,-72.0228051,,0,1_3073,,3
0_460,460,Highland St + N.Ashland St,,42.27108,-71.8064001,,0,1_HighNA,,3
0_6580,6580,Main St at Federal Hill,,42.137286,-71.8663559,,0,1_6580,,3
0_3072,3072,Rt 169 Entering Southbridge,,42.1016349,-72.0177829,,0,1_3072,,3
0_461,461,Highland St + Goulding St,,42.2712301,-71.8045201,,0,1_461,,3
0_221,221,Dorchester St  + Mendon St,,42.25198,-71.7878301,,0,1_221,,3
0_222,222,Dorchester St +  Barclay St,,42.2519001,-71.7890598,,0,1_222,,3
0_223,223,Dorchester St +  Chapin St,,42.25179,-71.7910102,,0,1_223,,3
0_224,224,Dorchester St + Providence St,,42.2517301,-71.7923202,,0,1_224,,3
0_467,467,Hooper St at Belmont,,42.2726617,-71.7902075,,0,1_467,,3
0_468,468,Hooper St at Kendall,,42.2735261,-71.789903,,0,1_468,,3
0_3069,3069,Rt 20 and Stafford St,,42.1452181,-71.9904771,,0,1_3069,,3
0_469,469,Hooper St at Catherine,,42.2750216,-71.7894464,,0,1_469,,3
0_5005,5005,West Boylston St at Chapman,,42.3417529,-71.787963,,0,1_5005,,3
0_229,229,First St at 7 First St,,42.2548888,-71.8472834,,0,1_229,,3
0_3082,3082,Central St and Charlton St,,42.0787379,-72.0301249,,0,1_3082,,3
0_3081,3081,Central southbridge & Hook St,,42.0770348,-72.0321777,,0,1_3081,,3
0_6595,6595,Southbridge St at Liecester,,42.163416,-71.8864861,,0,1_6595,,3
0_5025,5025,West Boylston WalMart,Comment,42.3554711,-71.7828778,,0,1_WBWal,,3
0_3088,3088,Rt 20 and Carpenter Hill Rd,,42.145043,-71.9906031,,0,1_3088,,3
0_3087,3087,Rt 169 and Rt 20  outbound,,42.1437149,-71.9946569,,0,1_R20169,,3
0_3086,3086,Southbridge & Snake Hill,,42.1267629,-72.0055921,,0,1_3086,,3
0_3085,3085,Rt 169 Entering Charlton,,42.101753,-72.017648,,0,1_3085,,3
0_470,470,Hooper St at Kendall,,42.2733783,-71.7898503,,0,1_470,,3
0_3084,3084,Rt 169 and Vinton St in,,42.090675,-72.0226781,,0,1_3084,,3
0_471,471,Hooper St at Catherine,,42.2748277,-71.7893019,,0,1_471,,3
0_3083,3083,Central St and Morton St,,42.0803121,-72.0289571,,0,1_3083,,3
0_6590,6590,Southbridge at Old Worcester,,42.1479279,-71.86909,,0,1_6590,,3
0_477,477,Hospital Dr. at Belmont,,42.273963,-71.7725459,,0,1_477,,3
0_478,478,Hospital Dr. at Belmont,,42.2739861,-71.7726559,,0,1_478,,3
0_479,479,70 James St,,42.23244,-71.8495498,,0,1_James,,3
0_239,239,Foster St. +  Waldo St,,42.2647971,-71.8005354,,0,1_239,,3
0_3093,3093,Rt 20 and L Stevens Rd Inbound,,42.1442081,-71.963202,,0,1_3093,,3
0_6120,6120,Oxford St N. + Auburn St,,42.2147899,-71.84587,,0,1_6120,,3
0_5035,5035,244 West Boylston St,,42.345051,-71.7870729,,0,1_5035,,3
0_1909,1909,Entering Worcester,,42.339425,-71.788781,,0,1_1909,,3
0_6125,6125,Oxford St N. at Rochdale St,,42.2178507,-71.8453458,,0,1_6125,,3
0_3099,3099,Route 12 & 20 Inbound,,42.168423,-71.8854848,,0,1_R12&20,,3
0_3098,3098,Rt 20  and Rt 56 Inbound,,42.1671369,-71.8945931,,0,1_3098,,3
0_3097,3097,Rt 20 Entering Oxford,,42.1548729,-71.909272,,0,1_3097,,3
0_480,480,James St + Genesee St,,42.2344299,-71.8496302,,0,1_480,,3
0_3096,3096,Rt 20 and Bay Path Rd,,42.1541579,-71.9142221,,0,1_3096,,3
0_481,481,James St + Airport Circle,,42.2356101,-71.84982,,0,1_481,,3
0_3095,3095,Rt 20 and Richardson Corner Rd,,42.1502079,-71.92507,,0,1_3095,,3
0_482,482,June St + Pleasant St,,42.269256,-71.8264526,,0,1_482,,3
0_3094,3094,Rt 20 and Old Worcester Rd,,42.1471021,-71.9400751,,0,1_3094,,3
0_242,242,Foster St + Major Taylor Blvd,,42.2634065,-71.7968,,0,1_242,,3
0_484,484,June St + Nevada St,,42.2675401,-71.8287598,,0,1_484,,3
0_243,243,City Hall Franklin St,Comment,42.2617801,-71.80149,,0,1_CHFran,,3
0_485,485,June St + Hadwen Rd,,42.26643,-71.8303901,,0,1_485,,3
0_487,487,June St + Chandler St,,42.26411,-71.8337801,,0,1_487,,3
0_248,248,Goddard Dr at 135 G Drive,,42.253988,-71.8665405,,0,1_248,,3
0_249,249,Goddard at Upper Parsons Hill,,42.2476181,-71.8610632,,0,1_249,,3
0_1903,1903,Entering Worcester,,42.2744506,-71.7544973,,0,1_1903,,3
0_6130,6130,Pinehurst Ave + Otis St,,42.22317,-71.8470199,,0,1_6130,,3
0_490,490,June St + May St,,42.2633101,-71.8361801,,0,1_490,,3
0_491,491,June St + Courtland St,,42.2636999,-71.8348799,,0,1_491,,3
0_250,250,Goddard at Upper Parsons Hill,,42.2474281,-71.861175,,0,1_250,,3
0_492,492,June St + Edgewood St,,42.2655601,-71.8315699,,0,1_492,,3
0_251,251,Goddard Dr at 135 G Drive,,42.2542551,-71.866833,,0,1_251,,3
0_493,493,June St + Brownell St,,42.2664401,-71.83029,,0,1_493,,3
0_494,494,June St + Berkmans St,,42.2673199,-71.8290201,,0,1_494,,3
0_5040,5040,326 West Boylston St,,42.3414509,-71.7881698,,0,1_5040,,3
0_495,495,June St + Commodore Rd,,42.26833,-71.8275601,,0,1_495,,3
0_255,255,Gold Star Blvd + Millbrook St,,42.2892999,-71.8041799,,0,1_255,,3
0_497,497,June St + Pleasant St,,42.2695501,-71.8257898,,0,1_497,,3
0_256,256,Gold Star Blvd + Ruthven Ave,,42.2908199,-71.80323,,0,1_256,,3
0_257,257,Gold Star + West Boylston Ter,,42.2920899,-71.8027,,0,1_257,,3
0_499,499,King St at Bluff,,42.2587049,-71.8163349,,0,1_499,,3
0_258,258,Gold Star Blvd + Frostholm St,,42.2935499,-71.8024399,,0,1_258,,3
0_259,259,Gold Star Blvd + Neponset St,,42.2978201,-71.8028301,,0,1_GrDalM,,3
0_6145,6145,Southbridge St at Sword St,,42.2230759,-71.8234959,,0,1_6145,,3
0_260,260,Grafton St + Coral St,,42.2573331,-71.7915625,,0,1_260,,3
0_261,261,Grafton St + Waverly St,,42.25653,-71.7899402,,0,1_261,,3
0_262,262,Grafton St + Mendon St,,42.2561731,-71.7879699,,0,1_262,,3
0_6140,6140,Southbridge St at Elmwood St,,42.2288724,-71.8205827,,0,1_6140,,3
0_263,263,Billings Square,Comment,42.2558999,-71.7860099,,0,1_BilSq,,3
0_264,264,Grafton St at Fairmont,,42.2508529,-71.7796031,,0,1_264,,3
0_265,265,Grafton St at Puritan,,42.2508743,-71.7774298,,0,1_265,,3
0_266,266,Grafton St at Lamar,,42.2501334,-71.7754399,,0,1_266,,3
0_267,267,Grafton St at Dana,,42.25044,-71.773523,,0,1_267,,3
0_268,268,Grafton St at Inverness,,42.250741,-71.7719978,,0,1_268,,3
0_269,269,Grafton St at Corre,,42.2505037,-71.7688907,,0,1_269,,3
0_6155,6155,Southbridge St at Auburn St,,42.2064911,-71.8335251,,0,1_6155,,3
0_7005,7005,Worcester Rd at 75,,42.0704961,-71.8664511,,0,1_7005,,3
0_271,271,Grafton St at Progressive,,42.2505213,-71.7650378,,0,1_271,,3
0_272,272,Grafton St +Temple St,,42.2597399,-71.79381,,0,1_272,,3
0_273,273,Billings Square,,42.2553278,-71.7850285,,0,1_BilSq,,3
0_274,274,Grafton St at Palm,,42.2547259,-71.784259,,0,1_274,,3
0_6150,6150,Southbridge St at Hampton St,,42.2116801,-71.8289249,,0,1_6150,,3
0_275,275,Grafton St at Flower,,42.2526925,-71.7828369,,0,1_275,,3
0_277,277,Grafton St at Valmor,,42.2506757,-71.7670421,,0,1_277,,3
0_278,278,Grafton St at Jenngs,,42.2486975,-71.7624263,,0,1_278,,3
0_279,279,South Plaza,Comment,42.2477025,-71.7614112,,0,1_SPlaza,,3
0_7010,7010,Worcester Rd at East Main,,42.0598479,-71.8645109,,0,1_7010,,3
0_280,280,Grafton St at Dalton,,42.2461709,-71.7598859,,0,1_280,,3
0_281,281,Grafton St at 1003 Grafton St,,42.2441609,-71.757318,,0,1_281,,3
0_282,282,Grafton St at Pine Hill,,42.2435879,-71.7564131,,0,1_282,,3
0_6160,6160,Southbridge St + Swanson St,,42.2037534,-71.836987,,0,1_6160,,3
0_283,283,Grafton St at Sunderland,,42.241316,-71.754196,,0,1_283,,3
0_285,285,Grafton St at Montefort,,42.2391551,-71.7532579,,0,1_285,,3
0_286,286,Grafton St at Clarissa,,42.2379296,-71.7527544,,0,1_GraCla,,3
0_6175,6175,Southbridge St at Oxford St N,,42.1886499,-71.8494999,,0,1_6175,,3
0_7025,7025,East Main St at Day,,42.0548799,-71.8766231,,0,1_7025,,3
0_292,292,Grafton St at Sunderland,,42.2415301,-71.7542659,,0,1_292,,3
0_293,293,Grafton St at Jenngs,,42.24854,-71.762023,,0,1_293,,3
0_294,294,Rice Square,Comment,42.2517301,-71.7820401,,0,1_RiceS,,3
0_6170,6170,Southbridge St at Johnson St,,42.191828,-71.8450411,,0,1_6170,,3
0_295,295,Grafton St at Hale,,42.2543959,-71.78364,,0,1_295,,3
0_7020,7020,East Main St at Slater,,42.0572161,-71.8706948,,0,1_7020,,3
0_296,296,Billings Square,,42.2552309,-71.784633,,0,1_BilSq,,3
0_297,297,Grafton St + Penn Ave,,42.25728,-71.7910599,,0,1_297,,3
0_298,298,Grafton St + Franklin St,,42.2597101,-71.7936598,,0,1_298,,3
0_299,299,Grafton St at Corre,,42.250686,-71.7685399,,0,1_299,,3
0_6185,6185,Southbridge St at West St,,42.1826331,-71.8666261,,0,1_6185,,3
0_6180,6180,Southbridge St at Goulding St,,42.1832699,-71.8599352,,0,1_6180,,3
0_7045,7045,E Main St at Day,,42.0549281,-71.8763531,,0,1_7045,,3
0_6190,6190,Southbridge st at West,,42.1828249,-71.865463,,0,1_6190,,3
0_7040,7040,E Main St at Lake,,42.050248,-71.8799782,,0,1_7040,,3
0_6195,6195,Southbridge at 711,,42.183141,-71.8600929,,0,1_6195,,3
0_7055,7055,E Main St at Park Ave,,42.0575261,-71.869581,,0,1_7055,,3
0_9003,9003,Waverly St + Coral St,,42.25636,-71.79196,,0,1_9003,,3
0_7065,7065,Worcester Rd at 75,,42.070735,-71.86638,,0,1_7065,,3
0_7060,7060,E Main St at Paradis Ln,,42.058465,-71.8672609,,0,1_7060,,3
0_9058,9058,Park Ave + Sagamore St,,42.2819065,-71.8086758,,0,1_9058,,3
0_9059,9059,GBV Community Center,Comment,42.3026781,-71.7662068,,0,1_GBVCom,,3
0_9056,9056,Tacoma St + Freedonway,,42.30668,-71.7734301,,0,1_9056,,3
0_9051,9051,Elm St + Chestnut St,,42.26515,-71.8044899,,0,1_9051,,3
0_9054,9054,21 Tacoma St Opp Edward MK,,42.3024817,-71.7659423,,0,1_9054,,3
0_9055,9055,Park Ave + Sagamore St,,42.2823326,-71.8085369,,0,1_9055,,3
0_9052,9052,Lincoln St + Oriol Dr,,42.29664,-71.7690299,,0,1_9052,,3
0_9053,9053,Park Ave and Elm St,Comment,42.2664363,-71.8175592,,0,1_PrkElm,,3
0_3503,3503,Great Brook Valley Pool,Comment,42.3106453,-71.7756674,,0,1_GBVP,,3
0_3500,3500,Porter and Chester School,Comment,42.317951,-71.8004409,,0,1_PandC,,3
0_902,902,Providence St + Aetna St,,42.2531801,-71.7926498,,0,1_902,,3
0_904,904,Providence St + Millbury St,,42.23797,-71.7920801,,0,1_904,,3
0_905,905,Providence St &  Doane St,Comment,42.2400999,-71.7916101,,0,1_PrDoan,,3
0_906,906,Queen St at Chandler,,42.2602529,-71.8136795,,0,1_906,,3
0_907,907,Family Health Center,,42.259219,-71.8136317,,0,1_FamHC,,3
0_909,909,Queen St at Chandler,,42.2604679,-71.8135298,,0,1_909,,3
0_9068,9068,Auburn St + Opp Bryn Mawr Ave,,42.2136901,-71.8424299,,0,1_9068,,3
0_9061,9061,Granite St + Holcombe St,,42.2468001,-71.78893,,0,1_9061,,3
0_9060,9060,Holcombe St + Woodford St,,42.2461501,-71.7909601,,0,1_9060,,3
0_9066,9066,Auburn St + McDonalds,,42.2084434,-71.8354814,,0,1_9066,,3
0_9063,9063,Holcombe St + Wabash Ave,,42.2463501,-71.7897701,,0,1_9063,,3
0_4600,4600,Main St at Maple St,,42.2965204,-71.7149444,,0,1_4600,,3
0_4605,4605,Maple St at Brightside Ave,,42.290835,-71.7216601,,0,1_4605,,3
0_919,919,Shrewsbury St at Mulberry,,42.2624686,-71.7926221,,0,1_919,,3
0_9078,9078,Amazon Distribution Center,Comment,42.1405175,-72.0024932,,0,1_AMACHA,,3
0_1110,1110,West Boylston St at Dixfield,,42.3282557,-71.7916337,,0,1_1110,,3
0_3530,3530,Union Station Garage,,42.2602099,-71.7951899,,0,1_3530,,3
0_9072,9072,Main St + Grand St,,42.2503801,-71.82183,,0,1_9072,,3
