Origin,Destination,Date range: 2024-08-01 - 2024-08-28 Time range: 04:00 - 06:00 Trips,Date range: 2024-08-01 - 2024-08-28 Time range: 04:00 - 06:00 Percent,Date range: 2024-08-01 - 2024-08-28 Time range: 06:00 - 09:00 Trips,Date range: 2024-08-01 - 2024-08-28 Time range: 06:00 - 09:00 Percent,Date range: 2024-08-01 - 2024-08-28 Time range: 09:00 - 15:00 Trips,Date range: 2024-08-01 - 2024-08-28 Time range: 09:00 - 15:00 Percent,Date range: 2024-08-01 - 2024-08-28 Time range: 15:00 - 18:00 Trips,Date range: 2024-08-01 - 2024-08-28 Time range: 15:00 - 18:00 Percent,Date range: 2024-08-01 - 2024-08-28 Time range: 18:00 - 22:00 Trips,Date range: 2024-08-01 - 2024-08-28 Time range: 18:00 - 22:00 Percent,Date range: 2024-08-01 - 2024-08-28 Time range: 22:00 - 00:00 Trips,Date range: 2024-08-01 - 2024-08-28 Time range: 22:00 - 00:00 Percent
1131;1158_0-400m,1503_400-800m,0,0,0,0,1,0,2,0,1,0,1,0.001
1131;1158_0-400m,1125;1163;1162_0-400m,0,0,3,0.001,11,0.001,7,0.002,1,0,0,0
1131;1158_0-400m,1125;1163;1162_400-800m,0,0,0,0,1,0,1,0,1,0,0,0
1131;1158_0-400m,1134;1153_0-400m,0,0,2,0.001,7,0.001,5,0.001,3,0.001,1,0.001
1131;1158_0-400m,1134;1153_400-800m,1,0.003,2,0.001,2,0,3,0.001,3,0.001,1,0.001
1131;1158_0-400m,21;28;1612_0-400m,0,0,3,0.001,7,0.001,8,0.002,3,0.001,0,0
1131;1158_0-400m,21;28;1612_400-800m,1,0.003,0,0,8,0.001,5,0.001,3,0.001,2,0.002
1131;1158_0-400m,1131;1158_0-400m,2,0.006,12,0.004,37,0.005,21,0.005,19,0.005,1,0.001
1131;1158_0-400m,1131;1158_400-800m,0,0,3,0.001,7,0.001,7,0.002,10,0.003,2,0.002
1131;1158_0-400m,1135;1152_0-400m,1,0.003,4,0.001,3,0,13,0.003,5,0.001,3,0.004
1131;1158_0-400m,1135;1152_400-800m,0,0,0,0,0,0,3,0.001,1,0,0,0
1131;1158_0-400m,584;604_0-400m,1,0.003,0,0,10,0.001,12,0.003,5,0.001,2,0.002
1131;1158_0-400m,584;604_400-800m,0,0,3,0.001,8,0.001,17,0.004,10,0.003,2,0.002
1131;1158_0-400m,1139;1149_0-400m,4,0.012,4,0.001,22,0.003,12,0.003,20,0.005,3,0.004
1131;1158_0-400m,1139;1149_400-800m,1,0.003,0,0,1,0,0,0,0,0,0,0
1131;1158_0-400m,1138;1150;1137_0-400m,1,0.003,3,0.001,31,0.004,24,0.005,26,0.007,3,0.004
1131;1158_0-400m,1138;1150;1137_400-800m,0,0,0,0,0,0,2,0,0,0,0,0
1131;1158_0-400m,1124;1164_0-400m,0,0,3,0.001,25,0.003,12,0.003,12,0.003,3,0.004
1131;1158_0-400m,1124;1164_400-800m,0,0,12,0.004,21,0.003,10,0.002,11,0.003,4,0.005
1131;1158_0-400m,343;349_0-400m,1,0.003,2,0.001,4,0.001,7,0.002,7,0.002,2,0.002
1131;1158_0-400m,343;349_400-800m,1,0.003,0,0,2,0,5,0.001,1,0,1,0.001
1131;1158_0-400m,1136;1151_0-400m,0,0,3,0.001,7,0.001,6,0.001,9,0.002,2,0.002
1131;1158_0-400m,1136;1151_400-800m,0,0,1,0,4,0.001,0,0,2,0.001,1,0.001
1131;1158_0-400m,342;350_0-400m,0,0,2,0.001,14,0.002,8,0.002,8,0.002,2,0.002
1131;1158_0-400m,342;350_400-800m,1,0.003,0,0,7,0.001,7,0.002,2,0.001,0,0
1131;1158_0-400m,1141;1147_0-400m,0,0,4,0.001,11,0.001,4,0.001,8,0.002,1,0.001
1131;1158_0-400m,1141;1147_400-800m,0,0,0,0,0,0,0,0,0,0,0,0
1131;1158_0-400m,1132;1155;1156_0-400m,0,0,6,0.002,19,0.002,14,0.003,10,0.003,1,0.001
1131;1158_0-400m,1132;1155;1156_400-800m,0,0,4,0.001,4,0.001,1,0,5,0.001,1,0.001
1131;1158_0-400m,1133;1154_0-400m,0,0,3,0.001,10,0.001,10,0.002,9,0.002,0,0
1131;1158_0-400m,1133;1154_400-800m,0,0,0,0,7,0.001,7,0.002,3,0.001,1,0.001
1131;1158_0-400m,1130;1159;1160_0-400m,2,0.006,11,0.004,44,0.006,29,0.006,24,0.006,1,0.001
1131;1158_0-400m,1130;1159;1160_400-800m,0,0,0,0,0,0,2,0,0,0,0,0
1131;1158_0-400m,345;347_0-400m,0,0,4,0.001,4,0.001,3,0.001,7,0.002,2,0.002
1131;1158_0-400m,345;347_400-800m,1,0.003,3,0.001,10,0.001,5,0.001,8,0.002,1,0.001
1131;1158_0-400m,344;348_0-400m,0,0,1,0,6,0.001,3,0.001,4,0.001,2,0.002
1131;1158_0-400m,344;348_400-800m,0,0,6,0.002,6,0.001,8,0.002,11,0.003,4,0.005
1131;1158_0-400m,1140;1148_0-400m,0,0,2,0.001,8,0.001,7,0.002,9,0.002,6,0.007
1131;1158_0-400m,1140;1148_400-800m,0,0,1,0,6,0.001,5,0.001,2,0.001,0,0
1131;1158_0-400m,1127;1161_0-400m,3,0.009,6,0.002,41,0.005,9,0.002,17,0.004,3,0.004
1131;1158_0-400m,1127;1161_400-800m,0,0,1,0,1,0,0,0,2,0.001,0,0
1131;1158_0-400m,1855_0-400m,0,0,3,0.001,12,0.002,12,0.003,7,0.002,0,0
1131;1158_0-400m,1855_400-800m,0,0,0,0,1,0,2,0,1,0,0,0
1131;1158_0-400m,187;204_0-400m,0,0,0,0,0,0,4,0.001,1,0,0,0
1131;1158_0-400m,187;204_400-800m,0,0,0,0,0,0,0,0,0,0,0,0
1131;1158_0-400m,661;674_0-400m,0,0,0,0,2,0,1,0,0,0,0,0
1131;1158_0-400m,661;674_400-800m,0,0,1,0,0,0,0,0,0,0,0,0
1131;1158_0-400m,184;207_0-400m,0,0,0,0,2,0,0,0,0,0,0,0
1131;1158_0-400m,184;207_400-800m,0,0,2,0.001,4,0.001,2,0,1,0,0,0
1131;1158_0-400m,657;678_0-400m,0,0,0,0,1,0,5,0.001,1,0,0,0
1131;1158_0-400m,657;678_400-800m,0,0,0,0,0,0,0,0,0,0,0,0
1131;1158_0-400m,656;679_0-400m,0,0,1,0,1,0,0,0,2,0.001,0,0
1131;1158_0-400m,656;679_400-800m,0,0,0,0,0,0,1,0,0,0,0,0
1131;1158_0-400m,1383;1461;1384_0-400m,0,0,0,0,4,0.001,2,0,1,0,0,0
1131;1158_0-400m,1383;1461;1384_400-800m,0,0,0,0,4,0.001,3,0.001,1,0,0,0
1131;1158_0-400m,665;670_0-400m,0,0,0,0,0,0,0,0,0,0,0,0
1131;1158_0-400m,665;670_400-800m,0,0,0,0,1,0,0,0,1,0,0,0
1131;1158_0-400m,659;676;675_0-400m,0,0,1,0,0,0,0,0,0,0,0,0
1131;1158_0-400m,659;676;675_400-800m,0,0,0,0,0,0,0,0,0,0,0,0
1131;1158_0-400m,664;671_0-400m,0,0,0,0,2,0,3,0.001,1,0,0,0
1131;1158_0-400m,664;671_400-800m,0,0,0,0,1,0,1,0,0,0,0,0
1131;1158_0-400m,185;206_0-400m,0,0,0,0,2,0,2,0,2,0.001,0,0
1131;1158_0-400m,185;206_400-800m,0,0,0,0,0,0,1,0,0,0,1,0.001
1131;1158_0-400m,662;673_0-400m,0,0,2,0.001,4,0.001,1,0,0,0,1,0.001
1131;1158_0-400m,662;673_400-800m,0,0,0,0,3,0,1,0,0,0,0,0
1131;1158_0-400m,1385;1459_0-400m,0,0,3,0.001,9,0.001,0,0,5,0.001,3,0.004
1131;1158_0-400m,1385;1459_400-800m,0,0,1,0,0,0,0,0,0,0,0,0
1131;1158_0-400m,658;677_0-400m,0,0,1,0,0,0,1,0,0,0,0,0
1131;1158_0-400m,658;677_400-800m,0,0,1,0,0,0,0,0,0,0,0,0
1131;1158_0-400m,663;672_0-400m,0,0,2,0.001,0,0,2,0,2,0.001,0,0
1131;1158_0-400m,663;672_400-800m,0,0,0,0,0,0,0,0,1,0,0,0
1131;1158_0-400m,183;209_0-400m,0,0,2,0.001,3,0,0,0,0,0,0,0
1131;1158_0-400m,183;209_400-800m,0,0,0,0,1,0,0,0,1,0,0,0
1131;1158_0-400m,186;205_0-400m,0,0,0,0,3,0,2,0,0,0,0,0
1131;1158_0-400m,186;205_400-800m,0,0,0,0,0,0,0,0,0,0,0,0
1131;1158_0-400m,188;203_0-400m,0,0,0,0,3,0,0,0,3,0.001,0,0
1131;1158_0-400m,188;203_400-800m,0,0,3,0.001,1,0,3,0.001,1,0,0,0
1131;1158_0-400m,388;823_0-400m,0,0,3,0.001,8,0.001,6,0.001,4,0.001,1,0.001
1131;1158_0-400m,388;823_400-800m,0,0,1,0,3,0,2,0,3,0.001,1,0.001
1131;1158_0-400m,1386;95_0-400m,2,0.006,9,0.003,13,0.002,2,0,2,0.001,0,0
1131;1158_0-400m,1386;95_400-800m,0,0,0,0,3,0,1,0,2,0.001,1,0.001
1131;1158_0-400m,Orange_0-400m,0,0,4,0.001,19,0.002,9,0.002,8,0.002,3,0.004
1131;1158_0-400m,Blue_0-400m,0,0,5,0.002,38,0.005,22,0.005,17,0.004,0,0
1131;1158_0-400m,Green_0-400m,1,0.003,5,0.002,5,0.001,6,0.001,3,0.001,1,0.001
1131;1158_0-400m,Orange_400-800m,0,0,8,0.003,3,0,2,0,4,0.001,0,0
1131;1158_0-400m,Blue_400-800m,2,0.006,4,0.001,30,0.004,20,0.004,30,0.008,7,0.009
1131;1158_0-400m,Green_400-800m,4,0.012,2,0.001,3,0,4,0.001,2,0.001,0,0
1131;1158_0-400m,External,77,0.235,345,0.127,670,0.085,342,0.075,318,0.081,67,0.083
1131;1158_400-800m,415;448_0-400m,0,0,0,0,3,0,0,0,0,0,0,0
1131;1158_400-800m,415;448_400-800m,0,0,0,0,1,0,0,0,0,0,0,0
1131;1158_400-800m,408;455_0-400m,0,0,0,0,4,0.001,1,0,1,0,0,0
