Origin,Destination,Date range: 2024-08-04 - 2024-08-31 Time range: 08:00 - 17:00 Trips,Date range: 2024-08-04 - 2024-08-31 Time range: 08:00 - 17:00 Percent
0_520;0_555_600-800m,0_520;0_555_600-800m,6,0.001
0_520;0_555_600-800m,0_520;0_555_400-600m,2,0
0_520;0_555_600-800m,0_520;0_555_200-400m,0,0
0_520;0_555_600-800m,0_520;0_555_100-200m,0,0
0_520;0_555_600-800m,0_520;0_555_0-100m,1,0
0_520;0_555_600-800m,0_282;0_311_600-800m,0,0
0_520;0_555_600-800m,0_282;0_311_400-600m,0,0
0_520;0_555_600-800m,0_282;0_311_200-400m,0,0
0_520;0_555_600-800m,0_282;0_311_100-200m,0,0
0_520;0_555_600-800m,0_282;0_311_0-100m,0,0
0_520;0_555_600-800m,0_267;0_300_600-800m,0,0
0_520;0_555_600-800m,0_267;0_300_400-600m,0,0
0_520;0_555_600-800m,0_267;0_300_200-400m,0,0
0_520;0_555_600-800m,0_267;0_300_100-200m,0,0
0_520;0_555_600-800m,0_267;0_300_0-100m,0,0
0_520;0_555_600-800m,0_526;0_546_600-800m,0,0
0_520;0_555_600-800m,0_526;0_546_400-600m,0,0
0_520;0_555_600-800m,0_526;0_546_200-400m,1,0
0_520;0_555_600-800m,0_526;0_546_100-200m,0,0
0_520;0_555_600-800m,0_526;0_546_0-100m,2,0
0_520;0_555_600-800m,0_600;0_643_600-800m,0,0
0_520;0_555_600-800m,0_600;0_643_400-600m,0,0
0_520;0_555_600-800m,0_600;0_643_200-400m,0,0
0_520;0_555_600-800m,0_600;0_643_100-200m,0,0
0_520;0_555_600-800m,0_600;0_643_0-100m,0,0
0_520;0_555_600-800m,0_272;0_298_600-800m,1,0
0_520;0_555_600-800m,0_272;0_298_400-600m,0,0
0_520;0_555_600-800m,0_272;0_298_200-400m,0,0
0_520;0_555_600-800m,0_272;0_298_100-200m,1,0
0_520;0_555_600-800m,0_272;0_298_0-100m,0,0
0_520;0_555_600-800m,0_271;0_315_600-800m,0,0
0_520;0_555_600-800m,0_271;0_315_400-600m,0,0
0_520;0_555_600-800m,0_271;0_315_200-400m,0,0
0_520;0_555_600-800m,0_271;0_315_100-200m,0,0
0_520;0_555_600-800m,0_271;0_315_0-100m,0,0
0_520;0_555_600-800m,0_607;0_612_600-800m,0,0
0_520;0_555_600-800m,0_607;0_612_400-600m,0,0
0_520;0_555_600-800m,0_607;0_612_200-400m,0,0
0_520;0_555_600-800m,0_607;0_612_100-200m,0,0
0_520;0_555_600-800m,0_607;0_612_0-100m,0,0
0_520;0_555_600-800m,0_266;0_301_600-800m,0,0
0_520;0_555_600-800m,0_266;0_301_400-600m,0,0
0_520;0_555_600-800m,0_266;0_301_200-400m,1,0
0_520;0_555_600-800m,0_266;0_301_100-200m,0,0
0_520;0_555_600-800m,0_266;0_301_0-100m,0,0
0_520;0_555_600-800m,0_294;0_1181_600-800m,1,0
0_520;0_555_600-800m,0_294;0_1181_400-600m,0,0
0_520;0_555_600-800m,0_294;0_1181_200-400m,0,0
0_520;0_555_600-800m,0_294;0_1181_100-200m,0,0
0_520;0_555_600-800m,0_294;0_1181_0-100m,0,0
0_520;0_555_600-800m,0_523;0_548_600-800m,0,0
0_520;0_555_600-800m,0_523;0_548_400-600m,0,0
0_520;0_555_600-800m,0_523;0_548_200-400m,1,0
0_520;0_555_600-800m,0_523;0_548_100-200m,0,0
0_520;0_555_600-800m,0_523;0_548_0-100m,1,0
0_520;0_555_600-800m,0_275;0_316_600-800m,0,0
0_520;0_555_600-800m,0_275;0_316_400-600m,0,0
0_520;0_555_600-800m,0_275;0_316_200-400m,0,0
0_520;0_555_600-800m,0_275;0_316_100-200m,0,0
0_520;0_555_600-800m,0_275;0_316_0-100m,0,0
0_520;0_555_600-800m,0_530;0_542_600-800m,0,0
0_520;0_555_600-800m,0_530;0_542_400-600m,1,0
0_520;0_555_600-800m,0_530;0_542_200-400m,0,0
0_520;0_555_600-800m,0_530;0_542_100-200m,0,0
0_520;0_555_600-800m,0_530;0_542_0-100m,1,0
0_520;0_555_600-800m,0_264;0_303_600-800m,0,0
0_520;0_555_600-800m,0_264;0_303_400-600m,0,0
0_520;0_555_600-800m,0_264;0_303_200-400m,0,0
0_520;0_555_600-800m,0_264;0_303_100-200m,0,0
0_520;0_555_600-800m,0_264;0_303_0-100m,1,0
0_520;0_555_600-800m,0_531;0_541_600-800m,0,0
0_520;0_555_600-800m,0_531;0_541_400-600m,0,0
0_520;0_555_600-800m,0_531;0_541_200-400m,0,0
0_520;0_555_600-800m,0_531;0_541_100-200m,2,0
0_520;0_555_600-800m,0_531;0_541_0-100m,1,0
0_520;0_555_600-800m,0_603;0_614_600-800m,1,0
0_520;0_555_600-800m,0_603;0_614_400-600m,0,0
0_520;0_555_600-800m,0_603;0_614_200-400m,0,0
0_520;0_555_600-800m,0_603;0_614_100-200m,0,0
0_520;0_555_600-800m,0_603;0_614_0-100m,0,0
0_520;0_555_600-800m,0_3004;0_3053_600-800m,0,0
0_520;0_555_600-800m,0_3004;0_3053_400-600m,0,0
0_520;0_555_600-800m,0_3004;0_3053_200-400m,0,0
0_520;0_555_600-800m,0_3004;0_3053_100-200m,1,0
0_520;0_555_600-800m,0_3004;0_3053_0-100m,3,0.001
0_520;0_555_600-800m,0_283;0_292_600-800m,2,0
0_520;0_555_600-800m,0_283;0_292_400-600m,1,0
0_520;0_555_600-800m,0_283;0_292_200-400m,0,0
0_520;0_555_600-800m,0_283;0_292_100-200m,0,0
0_520;0_555_600-800m,0_283;0_292_0-100m,0,0
0_520;0_555_600-800m,0_566;0_570_600-800m,0,0
0_520;0_555_600-800m,0_566;0_570_400-600m,0,0
0_520;0_555_600-800m,0_566;0_570_200-400m,0,0
0_520;0_555_600-800m,0_566;0_570_100-200m,1,0
0_520;0_555_600-800m,0_566;0_570_0-100m,0,0
0_520;0_555_600-800m,0_528;0_544_600-800m,0,0
0_520;0_555_600-800m,0_528;0_544_400-600m,1,0
0_520;0_555_600-800m,0_528;0_544_200-400m,0,0
0_520;0_555_600-800m,0_528;0_544_100-200m,2,0
0_520;0_555_600-800m,0_528;0_544_0-100m,1,0
0_520;0_555_600-800m,0_644;0_599_600-800m,0,0
0_520;0_555_600-800m,0_644;0_599_400-600m,0,0
0_520;0_555_600-800m,0_644;0_599_200-400m,0,0
0_520;0_555_600-800m,0_644;0_599_100-200m,0,0
0_520;0_555_600-800m,0_644;0_599_0-100m,1,0
0_520;0_555_600-800m,0_262;0_305_600-800m,0,0
0_520;0_555_600-800m,0_262;0_305_400-600m,0,0
0_520;0_555_600-800m,0_262;0_305_200-400m,1,0
0_520;0_555_600-800m,0_262;0_305_100-200m,0,0
0_520;0_555_600-800m,0_262;0_305_0-100m,0,0
0_520;0_555_600-800m,0_567;0_569_600-800m,0,0
0_520;0_555_600-800m,0_567;0_569_400-600m,1,0
0_520;0_555_600-800m,0_567;0_569_200-400m,0,0
0_520;0_555_600-800m,0_567;0_569_100-200m,0,0
0_520;0_555_600-800m,0_567;0_569_0-100m,4,0.001
0_520;0_555_600-800m,0_265;0_318_600-800m,0,0
0_520;0_555_600-800m,0_265;0_318_400-600m,0,0
0_520;0_555_600-800m,0_265;0_318_200-400m,0,0
0_520;0_555_600-800m,0_265;0_318_100-200m,0,0
0_520;0_555_600-800m,0_265;0_318_0-100m,2,0
0_520;0_555_600-800m,0_604;0_642_600-800m,0,0
0_520;0_555_600-800m,0_604;0_642_400-600m,0,0
0_520;0_555_600-800m,0_604;0_642_200-400m,0,0
0_520;0_555_600-800m,0_604;0_642_100-200m,0,0
0_520;0_555_600-800m,0_604;0_642_0-100m,0,0
0_520;0_555_600-800m,0_522;0_554_600-800m,0,0
0_520;0_555_600-800m,0_522;0_554_400-600m,0,0
0_520;0_555_600-800m,0_522;0_554_200-400m,0,0
0_520;0_555_600-800m,0_522;0_554_100-200m,2,0
0_520;0_555_600-800m,0_522;0_554_0-100m,2,0
0_520;0_555_600-800m,0_263;0_304_600-800m,1,0
0_520;0_555_600-800m,0_263;0_304_400-600m,0,0
0_520;0_555_600-800m,0_263;0_304_200-400m,0,0
0_520;0_555_600-800m,0_263;0_304_100-200m,0,0
0_520;0_555_600-800m,0_263;0_304_0-100m,0,0
0_520;0_555_600-800m,0_518;0_551_600-800m,1,0
0_520;0_555_600-800m,0_518;0_551_400-600m,4,0.001
0_520;0_555_600-800m,0_518;0_551_200-400m,3,0.001
0_520;0_555_600-800m,0_518;0_551_100-200m,1,0
0_520;0_555_600-800m,0_518;0_551_0-100m,1,0
0_520;0_555_600-800m,0_3002;0_3055_600-800m,4,0.001
0_520;0_555_600-800m,0_3002;0_3055_400-600m,0,0
0_520;0_555_600-800m,0_3002;0_3055_200-400m,3,0.001
0_520;0_555_600-800m,0_3002;0_3055_100-200m,0,0
0_520;0_555_600-800m,0_3002;0_3055_0-100m,2,0
0_520;0_555_600-800m,0_273;0_296_600-800m,0,0
0_520;0_555_600-800m,0_273;0_296_400-600m,0,0
0_520;0_555_600-800m,0_273;0_296_200-400m,0,0
0_520;0_555_600-800m,0_273;0_296_100-200m,0,0
0_520;0_555_600-800m,0_273;0_296_0-100m,0,0
0_520;0_555_600-800m,0_601;0_616_600-800m,0,0
0_520;0_555_600-800m,0_601;0_616_400-600m,0,0
0_520;0_555_600-800m,0_601;0_616_200-400m,1,0
0_520;0_555_600-800m,0_601;0_616_100-200m,0,0
0_520;0_555_600-800m,0_601;0_616_0-100m,1,0
0_520;0_555_600-800m,0_269;0_299_600-800m,0,0
0_520;0_555_600-800m,0_269;0_299_400-600m,0,0
0_520;0_555_600-800m,0_269;0_299_200-400m,0,0
0_520;0_555_600-800m,0_269;0_299_100-200m,0,0
0_520;0_555_600-800m,0_269;0_299_0-100m,0,0
0_520;0_555_600-800m,0_529;0_543_600-800m,0,0
0_520;0_555_600-800m,0_529;0_543_400-600m,0,0
0_520;0_555_600-800m,0_529;0_543_200-400m,0,0
0_520;0_555_600-800m,0_529;0_543_100-200m,0,0
0_520;0_555_600-800m,0_529;0_543_0-100m,3,0.001
0_520;0_555_600-800m,0_268;0_317_600-800m,0,0
0_520;0_555_600-800m,0_268;0_317_400-600m,0,0
0_520;0_555_600-800m,0_268;0_317_200-400m,0,0
0_520;0_555_600-800m,0_268;0_317_100-200m,0,0
0_520;0_555_600-800m,0_268;0_317_0-100m,0,0
0_520;0_555_600-800m,0_278;0_293_600-800m,0,0
0_520;0_555_600-800m,0_278;0_293_400-600m,0,0
0_520;0_555_600-800m,0_278;0_293_200-400m,0,0
0_520;0_555_600-800m,0_278;0_293_100-200m,0,0
0_520;0_555_600-800m,0_278;0_293_0-100m,1,0
0_520;0_555_600-800m,0_260;0_297_600-800m,1,0
0_520;0_555_600-800m,0_260;0_297_400-600m,0,0
0_520;0_555_600-800m,0_260;0_297_200-400m,0,0
0_520;0_555_600-800m,0_260;0_297_100-200m,1,0
0_520;0_555_600-800m,0_260;0_297_0-100m,0,0
0_520;0_555_600-800m,0_621;0_246_600-800m,1,0
0_520;0_555_600-800m,0_621;0_246_400-600m,1,0
0_520;0_555_600-800m,0_621;0_246_200-400m,4,0.001
0_520;0_555_600-800m,0_621;0_246_100-200m,2,0
0_520;0_555_600-800m,0_621;0_246_0-100m,1,0
0_520;0_555_600-800m,0_608;0_611_600-800m,0,0
0_520;0_555_600-800m,0_608;0_611_400-600m,0,0
0_520;0_555_600-800m,0_608;0_611_200-400m,0,0
0_520;0_555_600-800m,0_608;0_611_100-200m,0,0
0_520;0_555_600-800m,0_608;0_611_0-100m,0,0
0_520;0_555_600-800m,0_516;0_553_600-800m,0,0
0_520;0_555_600-800m,0_516;0_553_400-600m,0,0
0_520;0_555_600-800m,0_516;0_553_200-400m,2,0
0_520;0_555_600-800m,0_516;0_553_100-200m,1,0
0_520;0_555_600-800m,0_516;0_553_0-100m,0,0
0_520;0_555_600-800m,0_602;0_615_600-800m,0,0
0_520;0_555_600-800m,0_602;0_615_400-600m,0,0
0_520;0_555_600-800m,0_602;0_615_200-400m,0,0
0_520;0_555_600-800m,0_602;0_615_100-200m,0,0
0_520;0_555_600-800m,0_602;0_615_0-100m,0,0
0_520;0_555_600-800m,0_525;0_547_600-800m,1,0
0_520;0_555_600-800m,0_525;0_547_400-600m,0,0
0_520;0_555_600-800m,0_525;0_547_200-400m,0,0
0_520;0_555_600-800m,0_525;0_547_100-200m,2,0
0_520;0_555_600-800m,0_525;0_547_0-100m,2,0
0_520;0_555_600-800m,0_521;0_549_600-800m,0,0
0_520;0_555_600-800m,0_521;0_549_400-600m,0,0
0_520;0_555_600-800m,0_521;0_549_200-400m,0,0
0_520;0_555_600-800m,0_521;0_549_100-200m,0,0
0_520;0_555_600-800m,0_521;0_549_0-100m,2,0
0_520;0_555_600-800m,0_646;0_596_600-800m,1,0
0_520;0_555_600-800m,0_646;0_596_400-600m,1,0
0_520;0_555_600-800m,0_646;0_596_200-400m,1,0
0_520;0_555_600-800m,0_646;0_596_100-200m,1,0
0_520;0_555_600-800m,0_646;0_596_0-100m,0,0
0_520;0_555_600-800m,0_261;0_319_600-800m,0,0
0_520;0_555_600-800m,0_261;0_319_400-600m,0,0
0_520;0_555_600-800m,0_261;0_319_200-400m,0,0
0_520;0_555_600-800m,0_261;0_319_100-200m,0,0
0_520;0_555_600-800m,0_261;0_319_0-100m,0,0
0_520;0_555_600-800m,0_274;0_295_600-800m,0,0
0_520;0_555_600-800m,0_274;0_295_400-600m,0,0
0_520;0_555_600-800m,0_274;0_295_200-400m,0,0
0_520;0_555_600-800m,0_274;0_295_100-200m,1,0
0_520;0_555_600-800m,0_274;0_295_0-100m,0,0
0_520;0_555_600-800m,0_519;0_550_600-800m,9,0.002
0_520;0_555_600-800m,0_519;0_550_400-600m,2,0
0_520;0_555_600-800m,0_519;0_550_200-400m,1,0
0_520;0_555_600-800m,0_519;0_550_100-200m,1,0
0_520;0_555_600-800m,0_519;0_550_0-100m,1,0
0_520;0_555_600-800m,0_617;0_597_600-800m,0,0
0_520;0_555_600-800m,0_617;0_597_400-600m,0,0
0_520;0_555_600-800m,0_617;0_597_200-400m,0,0
0_520;0_555_600-800m,0_617;0_597_100-200m,0,0
0_520;0_555_600-800m,0_617;0_597_0-100m,0,0
0_520;0_555_600-800m,0_609;0_640_600-800m,0,0
0_520;0_555_600-800m,0_609;0_640_400-600m,0,0
0_520;0_555_600-800m,0_609;0_640_200-400m,0,0
0_520;0_555_600-800m,0_609;0_640_100-200m,0,0
0_520;0_555_600-800m,0_609;0_640_0-100m,0,0
0_520;0_555_600-800m,0_532;0_540_600-800m,1,0
0_520;0_555_600-800m,0_532;0_540_400-600m,2,0
0_520;0_555_600-800m,0_532;0_540_200-400m,2,0
0_520;0_555_600-800m,0_532;0_540_100-200m,10,0.002
0_520;0_555_600-800m,0_532;0_540_0-100m,2,0
0_520;0_555_600-800m,0_637;0_576_600-800m,0,0
0_520;0_555_600-800m,0_637;0_576_400-600m,0,0
0_520;0_555_600-800m,0_637;0_576_200-400m,2,0
0_520;0_555_600-800m,0_637;0_576_100-200m,0,0
0_520;0_555_600-800m,0_637;0_576_0-100m,0,0
0_520;0_555_600-800m,0_605_600-800m,0,0
0_520;0_555_600-800m,0_605_400-600m,0,0
0_520;0_555_600-800m,0_605_200-400m,0,0
0_520;0_555_600-800m,0_605_100-200m,0,0
0_520;0_555_600-800m,0_605_0-100m,0,0
0_520;0_555_600-800m,0_619_600-800m,1,0
0_520;0_555_600-800m,0_619_400-600m,0,0
0_520;0_555_600-800m,0_619_200-400m,0,0
0_520;0_555_600-800m,0_619_100-200m,1,0
0_520;0_555_600-800m,0_619_0-100m,0,0
0_520;0_555_600-800m,0_3490_600-800m,0,0
0_520;0_555_600-800m,0_3490_400-600m,0,0
0_520;0_555_600-800m,0_3490_200-400m,0,0
0_520;0_555_600-800m,0_3490_100-200m,0,0
0_520;0_555_600-800m,0_3490_0-100m,0,0
0_520;0_555_600-800m,0_641_600-800m,0,0
0_520;0_555_600-800m,0_641_400-600m,0,0
0_520;0_555_600-800m,0_641_200-400m,0,0
0_520;0_555_600-800m,0_641_100-200m,0,0
0_520;0_555_600-800m,0_641_0-100m,0,0
0_520;0_555_600-800m,0_647_600-800m,0,0
0_520;0_555_600-800m,0_647_400-600m,0,0
0_520;0_555_600-800m,0_647_200-400m,0,0
0_520;0_555_600-800m,0_647_100-200m,0,0
0_520;0_555_600-800m,0_647_0-100m,1,0
0_520;0_555_600-800m,0_3056_200-400m,0,0
0_520;0_555_600-800m,0_3056_100-200m,0,0
0_520;0_555_600-800m,0_3056_0-100m,0,0
0_520;0_555_600-800m,0_3054_400-600m,0,0
0_520;0_555_600-800m,0_3054_200-400m,2,0
0_520;0_555_600-800m,0_3054_100-200m,0,0
0_520;0_555_600-800m,0_3054_0-100m,0,0
0_520;0_555_600-800m,0_242_600-800m,6,0.001
0_520;0_555_600-800m,0_242_400-600m,3,0.001
0_520;0_555_600-800m,0_242_200-400m,1,0
0_520;0_555_600-800m,0_242_100-200m,0,0
0_520;0_555_600-800m,0_242_0-100m,0,0
0_520;0_555_600-800m,0_243_100-200m,0,0
0_520;0_555_600-800m,0_243_0-100m,0,0
0_520;0_555_600-800m,0_277_600-800m,0,0
0_520;0_555_600-800m,0_277_400-600m,0,0
0_520;0_555_600-800m,0_277_200-400m,0,0
0_520;0_555_600-800m,0_277_100-200m,0,0
0_520;0_555_600-800m,0_277_0-100m,0,0
0_520;0_555_600-800m,0_279_600-800m,0,0
0_520;0_555_600-800m,0_279_400-600m,0,0
0_520;0_555_600-800m,0_279_200-400m,0,0
0_520;0_555_600-800m,0_279_100-200m,0,0
0_520;0_555_600-800m,0_279_0-100m,0,0
0_520;0_555_600-800m,0_280_600-800m,0,0
0_520;0_555_600-800m,0_280_400-600m,0,0
0_520;0_555_600-800m,0_280_200-400m,0,0
0_520;0_555_600-800m,0_280_100-200m,0,0
0_520;0_555_600-800m,0_280_0-100m,0,0
0_520;0_555_600-800m,0_281_600-800m,0,0
0_520;0_555_600-800m,0_281_400-600m,0,0
0_520;0_555_600-800m,0_281_200-400m,0,0
0_520;0_555_600-800m,0_281_100-200m,0,0
0_520;0_555_600-800m,0_281_0-100m,0,0
0_520;0_555_600-800m,0_3103_600-800m,0,0
0_520;0_555_600-800m,0_3103_400-600m,0,0
0_520;0_555_600-800m,0_3103_200-400m,0,0
0_520;0_555_600-800m,0_3103_100-200m,0,0
0_520;0_555_600-800m,0_3103_0-100m,3,0.001
0_520;0_555_600-800m,0_1182_600-800m,0,0
0_520;0_555_600-800m,0_1182_400-600m,1,0
0_520;0_555_600-800m,0_1182_200-400m,0,0
0_520;0_555_600-800m,0_1182_100-200m,0,0
0_520;0_555_600-800m,0_1182_0-100m,0,0
0_520;0_555_600-800m,0_1180_600-800m,0,0
0_520;0_555_600-800m,0_1180_400-600m,0,0
0_520;0_555_600-800m,0_1180_200-400m,0,0
0_520;0_555_600-800m,0_1180_100-200m,0,0
0_520;0_555_600-800m,0_1180_0-100m,0,0
0_520;0_555_600-800m,0_527_600-800m,0,0
0_520;0_555_600-800m,0_527_400-600m,0,0
0_520;0_555_600-800m,0_527_200-400m,0,0
0_520;0_555_600-800m,0_527_100-200m,0,0
0_520;0_555_600-800m,0_527_0-100m,0,0
0_520;0_555_600-800m,0_302_600-800m,0,0
0_520;0_555_600-800m,0_302_400-600m,0,0
0_520;0_555_600-800m,0_302_200-400m,0,0
0_520;0_555_600-800m,0_302_100-200m,0,0
0_520;0_555_600-800m,0_302_0-100m,0,0
0_520;0_555_600-800m,0_3130_400-600m,0,0
0_520;0_555_600-800m,0_3130_200-400m,0,0
0_520;0_555_600-800m,0_3130_100-200m,0,0
0_520;0_555_600-800m,0_3130_0-100m,0,0
0_520;0_555_600-800m,0_3530_600-800m,0,0
0_520;0_555_600-800m,0_3530_400-600m,0,0
0_520;0_555_600-800m,0_3530_200-400m,0,0
0_520;0_555_600-800m,0_3530_100-200m,0,0
0_520;0_555_600-800m,0_3530_0-100m,0,0
0_520;0_555_600-800m,TRANSITION_ZONE,19,0.003
0_520;0_555_600-800m,External,229,0.04
0_520;0_555_400-600m,0_520;0_555_600-800m,1,0
0_520;0_555_400-600m,0_520;0_555_400-600m,7,0.001
0_520;0_555_400-600m,0_520;0_555_200-400m,0,0
0_520;0_555_400-600m,0_520;0_555_100-200m,0,0
0_520;0_555_400-600m,0_520;0_555_0-100m,1,0
0_520;0_555_400-600m,0_282;0_311_600-800m,0,0
0_520;0_555_400-600m,0_282;0_311_400-600m,0,0
0_520;0_555_400-600m,0_282;0_311_200-400m,0,0
0_520;0_555_400-600m,0_282;0_311_100-200m,0,0
0_520;0_555_400-600m,0_282;0_311_0-100m,0,0
0_520;0_555_400-600m,0_267;0_300_600-800m,0,0
0_520;0_555_400-600m,0_267;0_300_400-600m,0,0
0_520;0_555_400-600m,0_267;0_300_200-400m,0,0
0_520;0_555_400-600m,0_267;0_300_100-200m,0,0
0_520;0_555_400-600m,0_267;0_300_0-100m,0,0
0_520;0_555_400-600m,0_526;0_546_600-800m,0,0
0_520;0_555_400-600m,0_526;0_546_400-600m,0,0
0_520;0_555_400-600m,0_526;0_546_200-400m,0,0
0_520;0_555_400-600m,0_526;0_546_100-200m,0,0
0_520;0_555_400-600m,0_526;0_546_0-100m,1,0
0_520;0_555_400-600m,0_600;0_643_600-800m,0,0
0_520;0_555_400-600m,0_600;0_643_400-600m,0,0
0_520;0_555_400-600m,0_600;0_643_200-400m,0,0
0_520;0_555_400-600m,0_600;0_643_100-200m,0,0
0_520;0_555_400-600m,0_600;0_643_0-100m,0,0
0_520;0_555_400-600m,0_272;0_298_600-800m,0,0
0_520;0_555_400-600m,0_272;0_298_400-600m,0,0
0_520;0_555_400-600m,0_272;0_298_200-400m,0,0
0_520;0_555_400-600m,0_272;0_298_100-200m,2,0
0_520;0_555_400-600m,0_272;0_298_0-100m,0,0
0_520;0_555_400-600m,0_271;0_315_600-800m,0,0
0_520;0_555_400-600m,0_271;0_315_400-600m,0,0
0_520;0_555_400-600m,0_271;0_315_200-400m,0,0
0_520;0_555_400-600m,0_271;0_315_100-200m,0,0
0_520;0_555_400-600m,0_271;0_315_0-100m,0,0
0_520;0_555_400-600m,0_607;0_612_600-800m,0,0
0_520;0_555_400-600m,0_607;0_612_400-600m,1,0
0_520;0_555_400-600m,0_607;0_612_200-400m,0,0
0_520;0_555_400-600m,0_607;0_612_100-200m,0,0
0_520;0_555_400-600m,0_607;0_612_0-100m,1,0
0_520;0_555_400-600m,0_266;0_301_600-800m,0,0
0_520;0_555_400-600m,0_266;0_301_400-600m,0,0
0_520;0_555_400-600m,0_266;0_301_200-400m,0,0
0_520;0_555_400-600m,0_266;0_301_100-200m,0,0
0_520;0_555_400-600m,0_266;0_301_0-100m,0,0
0_520;0_555_400-600m,0_294;0_1181_600-800m,1,0
0_520;0_555_400-600m,0_294;0_1181_400-600m,0,0
0_520;0_555_400-600m,0_294;0_1181_200-400m,0,0
0_520;0_555_400-600m,0_294;0_1181_100-200m,0,0
0_520;0_555_400-600m,0_294;0_1181_0-100m,0,0
0_520;0_555_400-600m,0_523;0_548_600-800m,1,0
0_520;0_555_400-600m,0_523;0_548_400-600m,0,0
0_520;0_555_400-600m,0_523;0_548_200-400m,0,0
0_520;0_555_400-600m,0_523;0_548_100-200m,0,0
0_520;0_555_400-600m,0_523;0_548_0-100m,1,0
0_520;0_555_400-600m,0_275;0_316_600-800m,0,0
0_520;0_555_400-600m,0_275;0_316_400-600m,0,0
0_520;0_555_400-600m,0_275;0_316_200-400m,0,0
0_520;0_555_400-600m,0_275;0_316_100-200m,0,0
0_520;0_555_400-600m,0_275;0_316_0-100m,0,0
0_520;0_555_400-600m,0_530;0_542_600-800m,0,0
0_520;0_555_400-600m,0_530;0_542_400-600m,0,0
0_520;0_555_400-600m,0_530;0_542_200-400m,0,0
0_520;0_555_400-600m,0_530;0_542_100-200m,0,0
0_520;0_555_400-600m,0_530;0_542_0-100m,1,0
0_520;0_555_400-600m,0_264;0_303_600-800m,0,0
0_520;0_555_400-600m,0_264;0_303_400-600m,0,0
0_520;0_555_400-600m,0_264;0_303_200-400m,0,0
0_520;0_555_400-600m,0_264;0_303_100-200m,0,0
0_520;0_555_400-600m,0_264;0_303_0-100m,0,0
0_520;0_555_400-600m,0_531;0_541_600-800m,0,0
0_520;0_555_400-600m,0_531;0_541_400-600m,0,0
0_520;0_555_400-600m,0_531;0_541_200-400m,0,0
0_520;0_555_400-600m,0_531;0_541_100-200m,0,0
0_520;0_555_400-600m,0_531;0_541_0-100m,0,0
0_520;0_555_400-600m,0_603;0_614_600-800m,0,0
0_520;0_555_400-600m,0_603;0_614_400-600m,0,0
0_520;0_555_400-600m,0_603;0_614_200-400m,0,0
0_520;0_555_400-600m,0_603;0_614_100-200m,0,0
0_520;0_555_400-600m,0_603;0_614_0-100m,1,0
0_520;0_555_400-600m,0_3004;0_3053_600-800m,0,0
0_520;0_555_400-600m,0_3004;0_3053_400-600m,1,0
0_520;0_555_400-600m,0_3004;0_3053_200-400m,0,0
0_520;0_555_400-600m,0_3004;0_3053_100-200m,0,0
0_520;0_555_400-600m,0_3004;0_3053_0-100m,0,0
0_520;0_555_400-600m,0_283;0_292_600-800m,1,0
0_520;0_555_400-600m,0_283;0_292_400-600m,1,0
0_520;0_555_400-600m,0_283;0_292_200-400m,0,0
0_520;0_555_400-600m,0_283;0_292_100-200m,0,0
0_520;0_555_400-600m,0_283;0_292_0-100m,0,0
0_520;0_555_400-600m,0_566;0_570_600-800m,0,0
0_520;0_555_400-600m,0_566;0_570_400-600m,0,0
0_520;0_555_400-600m,0_566;0_570_200-400m,0,0
0_520;0_555_400-600m,0_566;0_570_100-200m,2,0
0_520;0_555_400-600m,0_566;0_570_0-100m,2,0
0_520;0_555_400-600m,0_528;0_544_600-800m,0,0
0_520;0_555_400-600m,0_528;0_544_400-600m,0,0
0_520;0_555_400-600m,0_528;0_544_200-400m,0,0
0_520;0_555_400-600m,0_528;0_544_100-200m,0,0
0_520;0_555_400-600m,0_528;0_544_0-100m,0,0
0_520;0_555_400-600m,0_644;0_599_600-800m,4,0.001
0_520;0_555_400-600m,0_644;0_599_400-600m,3,0.001
0_520;0_555_400-600m,0_644;0_599_200-400m,0,0
0_520;0_555_400-600m,0_644;0_599_100-200m,0,0
0_520;0_555_400-600m,0_644;0_599_0-100m,1,0
0_520;0_555_400-600m,0_262;0_305_600-800m,0,0
0_520;0_555_400-600m,0_262;0_305_400-600m,0,0
0_520;0_555_400-600m,0_262;0_305_200-400m,0,0
0_520;0_555_400-600m,0_262;0_305_100-200m,0,0
0_520;0_555_400-600m,0_262;0_305_0-100m,1,0
0_520;0_555_400-600m,0_567;0_569_600-800m,1,0
0_520;0_555_400-600m,0_567;0_569_400-600m,1,0
0_520;0_555_400-600m,0_567;0_569_200-400m,0,0
0_520;0_555_400-600m,0_567;0_569_100-200m,0,0
0_520;0_555_400-600m,0_567;0_569_0-100m,0,0
0_520;0_555_400-600m,0_265;0_318_600-800m,0,0
0_520;0_555_400-600m,0_265;0_318_400-600m,0,0
0_520;0_555_400-600m,0_265;0_318_200-400m,0,0
0_520;0_555_400-600m,0_265;0_318_100-200m,0,0
0_520;0_555_400-600m,0_265;0_318_0-100m,1,0
0_520;0_555_400-600m,0_604;0_642_600-800m,0,0
0_520;0_555_400-600m,0_604;0_642_400-600m,1,0
0_520;0_555_400-600m,0_604;0_642_200-400m,0,0
0_520;0_555_400-600m,0_604;0_642_100-200m,0,0
0_520;0_555_400-600m,0_604;0_642_0-100m,0,0
0_520;0_555_400-600m,0_522;0_554_600-800m,0,0
0_520;0_555_400-600m,0_522;0_554_400-600m,0,0
