stop_id,latitude,longitude
0_641,42.24834990000001,-71.82557010000001
0_516;0_553,42.272079550117965,-71.79867255047104
0_529;0_543,42.29146700005579,-71.78206640024491
0_3103,42.261109900000015,-71.7998699
0_615;0_602,42.25229500016839,-71.8183549505089
0_527,42.28841990000001,-71.7878129
0_3490,42.24702059999999,-71.75855650000001
0_532;0_540,42.29430930071972,-71.77543395198462
0_520;0_555,42.27767895001314,-71.79456010000342
0_273;0_296,42.25527935017069,-71.78483074984862
0_300;0_267,42.250483000001275,-71.77353894998916
0_1181;0_294,42.25169750003258,-71.78212640004445
0_531;0_541,42.29303080001191,-71.77824920006512
0_260;0_297,42.257306550275366,-71.79131119989458
0_319;0_261,42.25649995053459,-71.78959004983376
0_243,42.26178010000002,-71.80149000000002
0_1182,42.260819900000016,-71.80386
0_283;0_292,42.241423050006325,-71.75423094994096
0_301;0_266,42.25017915001834,-71.77537540004663
0_264;0_303,42.25092965001392,-71.77965854993279
0_3004;0_3053,42.26811900005715,-71.79839559993853
0_525;0_547,42.28587200011825,-71.79095550049794
0_271;0_315,42.2505629500133,-71.76498290003612
0_600;0_643,42.25434490000038,-71.8147349500043
0_246;0_621,42.263082250306255,-71.80194505000944
0_549;0_521,42.27914145010922,-71.79371310055517
0_1180,42.245281,-71.7589402
0_597;0_617,42.25655995043654,-71.81039495104548
0_280,42.2461709,-71.7598859
0_644;0_599,42.255550050044604,-71.81235005015827
0_567;0_569,42.270899500109195,-71.7987480001287
0_272;0_298,42.25972500002461,-71.79373489998231
0_277,42.250675700000016,-71.76704210000001
0_528;0_544,42.289352950111024,-71.7865805500708
0_3056,42.2642281,-71.797898
0_542;0_530,42.29216200001032,-71.78015855005924
0_302,42.25105090000001,-71.778561
0_608;0_611,42.24678495029572,-71.82854000039003
0_299;0_269,42.250594850134895,-71.76871530025258
0_282;0_311,42.24359650001365,-71.7563571500076
0_607;0_612,42.2476499000314,-71.82697494998659
0_317;0_268,42.25081700017244,-71.77219639976157
0_522;0_554,42.281461450047765,-71.79275650017453
0_601;0_616,42.25348995006424,-71.81612990024651
0_566;0_570,42.26980750009939,-71.79873200001767
0_642;0_604,42.24983005003637,-71.8229400001563
0_576;0_637,42.24476920145765,-71.83493825055515
0_279,42.2477025,-71.7614112
0_304;0_263,42.255959900118874,-71.7858450001563
0_526;0_546,42.28751695001167,-71.78923139997065
0_523;0_548,42.28306290002255,-71.79211940006218
0_274;0_295,42.25456090041996,-71.78394949919326
0_278;0_293,42.24861875017779,-71.76222464974919
0_3055;0_3002,42.26637115006127,-71.79801945020091
0_305;0_262,42.25618735012557,-71.78780020003822
0_605,42.249279900000005,-71.82404
0_647,42.25985990000001,-71.8047401
0_646;0_596,42.25789505029758,-71.80788000071934
0_281,42.244160900000004,-71.75731800000001
0_614;0_603,42.25138500006278,-71.82004990000948
0_518;0_551,42.273848050002925,-71.79754789996292
0_619,42.258799999999994,-71.8061699
0_609;0_640,42.245612100847545,-71.83096970105859
0_316;0_275,42.252690250058066,-71.7827214999959
0_3054,42.2673279,-71.79835190000001
0_242,42.2634065,-71.7968
0_265;0_318,42.2509178001156,-71.77726710011181
0_519;0_550,42.276180500236805,-71.79555310095446
0_3130,42.2608983,-71.7966625
0_3530,42.26020989999999,-71.7951899
