stop_id,latitude,longitude
0_246;0_621,42.263082250306255,-71.80194505000944
0_617;0_597,42.25655995043654,-71.81039495104548
0_607;0_612,42.2476499000314,-71.82697494998659
0_615;0_602,42.25229500016839,-71.8183549505089
0_1182,42.260819900000016,-71.80386
0_619,42.258799999999994,-71.8061699
0_605,42.249279900000005,-71.82404
0_603;0_614,42.25138500006278,-71.82004990000948
0_609;0_640,42.245612100847545,-71.83096970105859
0_576;0_637,42.24476920145765,-71.83493825055515
0_600;0_643,42.25434490000038,-71.8147349500043
0_608;0_611,42.24678495029572,-71.82854000039003
0_641,42.24834990000001,-71.82557010000001
0_596;0_646,42.25789505029758,-71.80788000071934
0_647,42.25985990000001,-71.8047401
0_642;0_604,42.24983005003637,-71.8229400001563
0_599;0_644,42.255550050044604,-71.81235005015827
0_616;0_601,42.25348995006424,-71.81612990024651
0_243,42.26178010000002,-71.80149000000002
0_3103,42.261109900000015,-71.7998699
0_3130,42.2608983,-71.7966625
